scenario_id,asset_1,asset_2,asset_3,asset_4,asset_5,asset_6,asset_7,asset_8,portfolio_loss
1,0.01108649411170205,0.013432226424287125,-0.0049297705903472745,-0.005775634406187963,-0.0033332865849214645,-0.02625826328330802,-0.009455537502240818,0.002173668414302169,-0.10854887739814291
2,0.004897077592486591,0.0003749836388078137,0.004324606701367776,-0.00023365159586463398,-0.009131928724367796,0.0035694226391368004,-0.0045815449469497225,0.004733224312856468,-0.2226613544019415
3,-0.009235653815495197,0.007393416884590843,-0.010919007859122434,-0.0036484174643224244,0.0034206466381026253,0.006852003901063048,0.0029393128631984397,-0.002550209641207808,-0.33269467683408965
4,-0.020276789532326575,-0.004005039912807587,-0.008791332847572329,0.0005664431984867819,0.011230666399902955,0.0090023965040209,0.0014410051739464679,-0.00682031742488738,-0.44248300350652925
5,0.009817205019697031,0.0029888413700588996,0.015520250913129417,0.0029164540103482684,-0.003862303266533588,-0.00983871543531316,0.000833465647168536,-0.004422873558157932,-0.5571058138555999
6,0.0045028527527979905,-0.0027282005126257466,0.003281836135592072,0.007272144743439514,-0.003219379241871796,0.019669041633219225,0.00034661399314068087,0.0012472888671327207,-0.670041355374536
7,-0.011036566430325943,-0.007129538459769592,-0.016902687098499198,0.0019910166139687864,0.013845461823195038,0.021487074859728665,0.020438865543926366,0.009643467108430014,-0.7813707882178506
8,0.008858604493724406,-0.007758248415690907,0.013272531073414341,0.007133769764085954,5.270987688501226e-05,0.0005802958498994366,-0.008503312622597962,0.000920503365385439,-0.8905063170427897
9,0.023600985556731284,0.007955524020110048,0.005917478672737196,0.0032625255253325887,-0.014228103308712773,-0.005788060637918779,-0.005186689986795846,0.007028505590734875,-1.0025069072702466
10,0.008190623744176576,0.0028701420558091438,0.009092159612093819,0.006726591857290689,0.005814126068149154,0.009441772953216538,-0.0037022809632835307,-0.004641297766753555,-1.1148657597289666
11,0.009165231989613698,0.0027987854249727773,0.015524093418829429,-0.005672173501582588,0.0032193881492265175,-0.01889440845491691,-0.01093724441664277,0.0014827040786123374,-1.2218540418542345
