scenario_id,asset_1,asset_2,asset_3,asset_4,asset_5,asset_6,asset_7,asset_8,regime,jump_flag,portfolio_loss
1,-0.01840172025133445,0.0014110072944898708,0.008001340983511908,0.01058184854241993,-0.008015740722312021,0.008480118491265766,-0.015729634489700075,0.004451310067782401,normal,0,0.0011526837604845833
2,-0.060161518785743454,-0.056307626779892136,-0.06703251842590922,-0.056332703975362705,-0.06590907302250672,-0.06658536138514294,-0.061261642659096845,-0.06472752628162547,jump,1,0.06228974641440993
3,0.01857127106338815,-0.004324230622185406,-0.015590266182514467,-0.03447325644214461,-0.018804055706454027,0.005244213611497178,-0.01339347889774786,0.00532803114705363,normal,0,0.0071802215036384275
4,0.007750031382161159,-0.012764390659348156,0.00405139140554584,-0.0045193503004860094,-0.008371897228627035,-0.00013284651752333348,0.008715413545928903,0.005254744570594631,normal,0,2.1129752192503752e-06
5,0.04094315915702714,0.020217258003120755,-0.008597389212513568,0.014313641361476823,-0.01108482032058258,0.013271926186787993,-0.011127552121498834,0.0025951349661132578,normal,0,-0.0075664197524913735
6,0.013235441810251722,0.013458398434597368,0.020787627291313306,-0.009677156868909157,-0.01400328413472443,-0.0003469046253204945,-0.007130334389033739,0.023627185407719357,normal,0,-0.0049938716157367415
7,0.005961490648377674,0.008746118195456504,0.01022452244748902,0.011039466595893551,0.04343924902861099,-0.008462347652448441,0.0051186576840817595,-0.008491242837310231,normal,0,-0.008446989263768854
8,-0.0001262864674982546,0.00476312155609032,0.007064308151329038,-0.008045472239453145,0.009560564900816177,0.0035563533358594726,-0.004153097720104153,-0.024516822590569677,normal,0,0.0014871663841912776
9,0.0067003135230049036,-0.022417385748165486,-0.008532825829110063,0.010101232511512303,-0.011051259231240448,0.018276503436039728,0.000489499217740645,0.003410627052669383,normal,0,0.0003779118834436293
10,-0.09348726525077426,-0.13800599092805643,-0.11703155184996104,-0.08429568945689651,-0.09434642828266859,-0.0966791829173885,-0.08886047154890696,-0.11306761456041614,jump,1,0.10322177434938357
11,-0.0007360861960749774,0.016905854611497843,-0.002480414981277145,0.003389411724783658,0.019425994012255074,0.001179185695967071,0.010531056977131156,-0.008542439692672103,normal,0,-0.0049590702689513225
12,-0.03183418026307117,0.010265660955229253,-0.02721363159548548,-0.007949408505497165,0.010392123454622194,0.027701847215341607,-0.014724744232921451,-0.03520359081326854,stress,0,0.008570740473131345
13,0.018226380018587673,0.005877613319969456,0.018212270727072287,-0.009002559878815224,0.005938845274380863,0.0017963533645958944,-0.004774253560248737,-0.018930973301644255,normal,0,-0.0021679594954872455
14,0.013068061374495833,-0.008624573614284517,0.0016712534414099881,-0.016699749280660404,-0.006891382388499198,0.019073240735469014,0.0011911214831434435,-0.0021472488006301113,normal,0,-8.009036880550578e-05
15,0.012033356401471079,0.0002941869357207061,0.008777846337338038,-0.0211580487078642,-0.00887788414153353,-0.0033059633379393582,0.004714590679664449,-0.009398643085274362,normal,0,0.0021150698648021477
16,-0.00037130261795254363,0.010256593437674325,0.0022955225994580357,0.001580649434740735,0.000906801103432482,-0.002725396800110259,-0.025635973649293767,-0.0008638452894060529,normal,0,0.0018196189726821306
17,-0.01002552859641555,-0.016035184720437586,-0.03447223887844679,-0.002500498404345542,-0.015627915980657898,-0.05073335037228956,-0.07472382191628445,-0.010294502474955036,stress,0,0.02680163016797905
18,-0.009003791221051705,0.004085329009668818,0.004972086729412692,-0.00629690180597173,0.003260418636749906,0.0026176604757866015,-0.013158180872584815,0.012071040219268395,normal,0,0.00018154235359022972
19,0.024977352277045207,0.012872908907786695,0.01435264004521818,0.006104491266260159,0.020408180190147018,0.0027829743244694796,0.005792318935627875,-0.009735341705842095,normal,0,-0.009694440530089065
20,-0.005852402820756996,0.0066119618583508205,-0.009054829151681114,-0.004765989948490847,-0.01396158910503054,0.009586685638208253,-0.006812007585678549,-0.02796319233980398,normal,0,0.006526420431860369
21,-0.0016128149679471855,-0.004208458569263197,-0.01256825646588056,-0.00587477389183768,-0.003376331002215822,-0.02002118560251311,0.000996270202813199,0.013246767155052061,normal,0,0.004177347892724037
22,0.014591495964360076,-0.01992639281537232,-0.0013244152065440252,0.00998555976609801,-0.004022146351161168,0.008099914361557421,0.04619957060168967,0.00026854866867668083,stress,0,-0.006734016873663044
23,0.0023486485800080417,0.007266047537694251,-0.01186372055190331,-0.008681285732770664,0.0009726524621002428,-0.002273564534056816,-0.005012946859291454,-0.010138361764761359,normal,0,0.003422816357872634
24,0.013352885405486199,0.0038603757149145573,-0.008085754468340669,0.011934984543374974,0.010296090637244935,0.007809897208548619,-0.016396747322276764,0.006027733241038122,stress,0,-0.0035999331199987467
25,-0.0021404605782852403,0.019044446871225473,-0.0012083803361443595,0.009726054045553403,0.007574958431474645,0.014477985975282274,-0.007159075538650477,-0.008196195781599356,normal,0,-0.004014916636107046
26,0.018531766341767,-0.007343165792028096,0.0008250037855679901,-0.007589400814595457,0.011480886410212653,-0.009739031817782663,0.0006957441526026589,0.024592386480137455,normal,0,-0.003931773593235193
27,0.06722650871254714,-0.0016632582672019853,-0.017844705246148108,0.12020378862197836,0.001963158696957103,0.0056860419743332445,0.04734815687718361,-0.05870849321599118,stress,0,-0.020526399769207275
28,0.010377191157323816,0.042757799275202596,0.005411448633316093,0.010251881305360611,0.006342774881489175,-0.02441937382245129,-0.02252840295366174,0.015010237184244208,normal,0,-0.005400444457602935
29,-0.041772803985235585,0.004210009299227132,-0.004572934267617677,-0.04764540288220311,0.01190310190315348,0.04177742154374114,-0.000874035781564702,-0.0015802068937729337,normal,0,0.004819356383034034
30,0.011999158315596045,0.0031843912526207684,-0.03375570283596492,-0.006684733731560072,-0.007322327829949614,0.010603681580577727,0.005495449251464225,-0.014532438734988109,normal,0,0.0038765653415254943
31,-0.0016098329243119263,-0.012885360118215977,-0.0024084334580851555,0.005253583004962148,0.007862080537171582,0.004090176057441847,0.0007409791043952944,-0.001979821710001651,normal,0,0.00011707868833047991
32,-0.07552660851975412,-0.08207703528524513,-0.042053428239174,-0.06896987494484469,-0.08406671957117728,-0.0793451149786946,-0.07399535636124849,-0.08192018432961068,jump,1,0.07349429027871862
33,-0.0028661761244343936,-0.00030057165830041604,0.007683723644745343,-0.004494279044557923,-0.011111212888971543,-0.007748093118268311,0.00418403156862021,0.02591481982062562,normal,0,-0.0014077802749323238
34,0.006858103899497592,-0.02306847835659169,0.04574249266191136,0.007080687571291258,-0.013397707810588251,-0.008667793253720066,-0.021577931475071033,-0.016333378346838782,normal,0,0.002920500638763701
35,-0.09854588293616377,-0.06688501168800894,-0.09471204816900498,-0.08564979892043041,-0.09869938635302297,-0.10952724065643181,-0.09070707112313336,-0.09310459526608661,jump,1,0.09222887938903535
36,-0.023080685525677862,0.02137790753719626,0.024824737597886105,0.019820820065987906,0.0060415492701709,-0.0014812038185454072,-0.0011857222687977431,0.04668856837956309,stress,0,-0.011625746404722907
37,0.005711345984316739,0.005583607372149079,0.048128759781513625,0.00236707149784879,0.002881801951649304,0.06839193289092474,0.01484282429824074,-0.16083162888085814,stress,0,0.0016155356380268904
38,-0.00403113579319722,-0.010783475225363678,-0.0035946113561882106,0.0023286502411421508,-0.02235139714180692,-0.003973951165224376,-0.030936349306953288,0.006278793980809089,normal,0,0.008382934470847807
39,0.003960758127211081,-0.008202125116035623,0.01586642181372743,-0.011817810808971005,0.015908587427761696,0.006239134375298371,0.026929094950984344,0.0025968282667367237,normal,0,-0.006435111129589127
40,0.007183205201933758,0.0070744036529271906,0.009642104896263569,0.01562686517878779,0.005523906179430476,0.00561465110856442,-0.012996715037577558,-0.001547012591899608,normal,0,-0.004515176073553754
41,-0.0043272480703126035,0.026240942646062578,-0.006069350870480628,0.004129011695022228,-0.016502783804948615,-0.002092998488799672,-0.03926767717117376,0.001519691326157958,normal,0,0.004546301592309064
42,0.023342481784290617,0.03855645937281585,-0.05821787378015082,-0.005254169411522328,0.011078963183042566,0.0041961972944700235,-0.014063545858829652,0.025024042448435747,stress,0,-0.0030828193790689994
43,0.039938326058077574,0.007147911432011989,0.021376738555390132,-0.001040949106325875,-0.003152602624492757,0.0018997430418826507,0.026694297806364575,0.0075029806300981345,normal,0,-0.012545805724125803
44,-0.00851088313720163,0.004027665720626472,0.03331438663854697,-0.01701807952746468,-0.0165780806346683,0.08319040545239055,0.02853833761898802,0.021138166517587292,stress,0,-0.016012739831100586
45,-0.007028947071307399,-0.0013623131347304108,0.010427913845087847,0.006546606789555053,0.011180018334490206,0.016347746982306798,-0.0014518435705458117,-0.000767851428358556,normal,0,-0.004236416343312216
46,0.035548540055061126,-0.0189125606393211,-0.03369103017297273,0.024645618030938163,0.03565595734963829,0.023889410463176348,0.0012675558035306978,-0.047765162296942006,stress,0,-0.002579791074138598
47,-0.009423267022735885,0.01909549460615972,-0.0035553268206323157,0.003175046710718864,0.0007295900564769084,0.0070399722826356755,0.005879438068748478,-0.017266062066681572,normal,0,-0.0007093607268362342
48,0.0028150815951098764,-0.02583743289833799,-0.015434466623596103,0.01351011835520836,0.007158075498805452,0.01746041066875351,0.009748898961270288,-0.009853114570219788,normal,0,5.405362662579951e-05
49,-0.0004302400402400004,-0.008507136944851761,-0.0030792754683033156,0.004417232807920026,0.001923699774690458,0.0013222527946631815,0.004410766304419601,0.004836214619930617,normal,0,-0.0006116892310286007
50,9.531908481975209e-05,0.005135630207935283,-0.00031514643624553956,-0.0012014775869434015,-0.0028660280224983774,0.00922986418400903,-0.013395739685868003,0.0017106695579307398,normal,0,0.00020086358710756479
51,0.0058108845803840565,0.01264156137374558,0.01094985223081463,0.03600870572198219,-0.005326097552127901,0.008742463923331053,-0.003721842957870129,-0.010619538296939719,normal,0,-0.00681074862791497
52,0.0024116369669304723,0.03017270939374491,0.036333463041608144,-0.004290303425956982,0.015637989281925252,-0.001008980247491144,0.0399544735892849,0.002174265713428634,normal,0,-0.015173156789184274
53,0.010580938535326143,-0.0006981813276916867,0.0074533746458448295,0.0017646110885915966,-0.007428780576078866,0.006934468411075686,-0.005104079632080344,-0.002460741688522218,normal,0,-0.0013802011820581426
54,0.032774632733798874,0.009752502455529345,-0.00787484732292016,0.02527563790826537,-0.010057403804399087,0.0664023632924771,-0.0007061822728508266,-0.002839910600160646,stress,0,-0.014090849048717496
55,-0.02915367498070595,0.032236700690491796,-0.021209246010227237,0.06620596937395778,-0.05048539742596027,-0.04276125557893606,-0.006252179751642197,-0.021092454286570913,stress,0,0.009063942246199129
56,-0.009064099113560034,-0.008457049065400481,-0.009982305979390427,0.0025449323872001246,-0.009906715325473272,-0.003199778399489115,-0.004209105997295634,-0.005940453684267634,normal,0,0.006026821897209558
57,-0.1085467537886794,-0.10164039537927551,-0.11408309641516874,-0.09149121571205074,-0.10471752003065812,-0.10237669877785745,-0.10273839374611937,-0.08433916233819436,jump,1,0.10124165452350045
58,0.002803894795648328,0.0030922727805993153,-0.01183927215999886,0.010657485826067358,-0.02228961213401003,0.0016682866215246997,0.04413621192749766,-0.014097631215891908,stress,0,-0.0017664545551795705
59,-0.026483267499909233,0.00299028728771518,0.013250547277686327,-0.007505179803146264,0.004323007092376454,-0.0105165113118732,-0.004590697666308832,-0.004199035227359198,normal,0,0.004091356231352346
60,-0.0030370120110666697,-0.012153632891265153,-0.04923940504790635,-0.007864991644382615,-0.01349824777199889,-0.0026168990563362124,0.01173510687537617,0.006034845833569104,normal,0,0.008830029464251328
61,0.021311278383875816,0.005392831135772477,0.051774689133486894,0.004093216956119922,-0.02157215642379592,0.010572653693725974,0.0027021099967927103,-0.006547410601595902,normal,0,-0.008465901534297748
62,-0.002971049060429739,-0.017216758576444596,0.009483800737476098,0.013552295315442843,0.00994217835570372,0.02764443861514999,0.03346248604696433,0.02948781369048128,stress,0,-0.01292315064054299
63,0.005466501046706857,-0.01858512510652094,0.001180310642168564,-0.009634427363844018,-0.018606377339771496,0.007146668731797803,-0.018683350694226917,0.011149836363913427,stress,0,0.00507074546497209
64,0.007181445702836298,0.001779044318775499,0.014103287204495713,0.004575551121618759,-0.0036221817530438577,-0.0023739221681986535,0.005350702924202623,0.005732814392181752,normal,0,-0.0040908427178585165
65,-0.014878012107339826,-0.0028006849794910255,-0.010679879067706446,0.00997997879081212,-0.04626595284094801,-0.0052465063406439555,0.002084493215487899,0.011495953085465749,normal,0,0.007038826280545437
66,0.018628906409388843,0.0033063010543136467,0.020090788370543785,0.08011651070077568,0.008487752835128488,-0.041437504225446384,0.12190355007967058,-0.0048889829040975295,stress,0,-0.02577591529003464
67,-0.02556368117462201,0.002270831533981257,0.0021294721257488483,0.023824977540116254,0.003537408849966727,0.0024518417433867694,0.010279733659997686,-0.006547633166057425,normal,0,-0.0015478688890647634
68,-0.11168140919940596,-0.12153697474043926,-0.11939973500097882,-0.08569423962220382,-0.09623335696128148,-0.13024882136949406,-0.11682846936284937,-0.11998766055419663,jump,1,0.11270133335135618
69,-0.012037575640033596,0.0051492841279763045,-0.004155279273611414,0.0020023713589767582,0.00025342980443767305,0.019856034139137148,0.0448807155598471,0.01592570967132601,normal,0,-0.008984336218506998
70,-0.06570046547341188,-0.09145864749391834,-0.041663678231709605,-0.07200417876603363,-0.0744003351168553,-0.09123882510563382,-0.10495178187195879,-0.07744419463904907,jump,1,0.0773577633373213
71,0.02228985425066555,0.01918026051489561,-0.023436623971280775,-0.054520209759930036,0.004540716381505209,-0.03126943857881768,-0.012414101340693491,-0.0042546424911260585,stress,0,0.009985523124347709
72,-0.0032387765565840385,-0.01105525357221313,0.0012899263942407029,-0.006942903884743848,0.009426617285278159,0.011319796111463358,0.04742696341403484,0.0021890053105586824,normal,0,-0.006301921812754341
73,0.0044174683718525495,0.001440469447225109,0.0008552121288142749,0.0019634306293965205,0.004174590702026954,-0.026133669390488574,0.006184810194079903,0.006615732743730103,normal,0,6.0244396670395195e-05
74,-0.07400965754964431,-0.057413262639737776,-0.05936116132769708,-0.10038820426298542,-0.08844427449911273,-0.0649073361397527,-0.07435602196323278,-0.0751605095353094,jump,1,0.07425505348968403
75,-0.034645791248037364,-0.09021490220032524,-0.005474636984286248,0.01580672475019726,-0.02267130345045229,-0.0308318483111473,-0.04464025771424512,-0.011420013510214768,stress,0,0.028011503583563885
76,-0.12429978554443719,-0.023024961847765417,0.06099546772027939,0.0475341857477728,0.02772392437570825,0.02457811590065143,-0.03438026170816234,0.007034490392867225,stress,0,0.0017298531203857321
77,0.1367269497540479,0.01103000408913118,-0.04249291830877361,-0.024435363661200173,0.06247290340644565,0.002289082673150419,0.005649717368026878,-0.001002605642498771,stress,0,-0.018779721209791184
78,0.004680591216435501,-0.009915101452593071,-0.014571593662320454,-0.0021075029565500907,-0.0016048208878647798,0.013305684068104541,0.05345197549148264,0.01219026183048937,normal,0,-0.006928686705897956
79,0.025533161519235147,0.009754663560131367,-0.04378067244512977,0.0449775767638216,-0.010502667950376151,0.03707170799653755,-0.053871996462947075,0.007127521894931016,stress,0,-0.00203866185952546
80,-0.03162470593531855,-0.0055718273910753706,0.032580905991462086,-0.007410101290460777,0.0011513512764063725,-0.004895134594537083,-0.054902898909305914,0.00760991954429836,stress,0,0.007882811413566358
81,-0.01378028635457396,0.0008090788967535002,0.03386889356460909,0.009476104996140194,0.022264692458974285,-0.042638356540228746,-0.012057409990850669,-0.02492719210611069,stress,0,0.003373059384410874
82,-0.03323204667206102,-0.025730344099063916,-0.027583993846443004,0.004439590372525665,-0.01965724258794561,0.002523478824804338,-0.01802584681675937,-0.00361307323105191,stress,0,0.015109934756999354
83,0.002999066779068635,0.004684162226631777,-0.019192359062204734,-0.053632345106751876,-0.005678886210213285,0.001445605187137339,-0.0045987999509384415,0.012768450871379039,normal,0,0.007650638158236444
84,0.013896228355424612,0.009802397530209917,-0.0031244702187011916,-0.030042631866901585,0.006098869266969778,0.013165038671230122,0.0012841251948632914,-0.0048555539638568635,normal,0,-0.0007780003711547597
85,-0.007425164765312168,-0.022752474222294216,0.00045027025441995256,0.01358265945189464,0.0021959422248371344,0.002973426139680363,-0.015917513275637955,0.0018135572273702358,normal,0,0.0031349121206302516
86,0.026508366062531843,-0.03239908412789038,0.0015956714644920472,-0.0070157645855266565,-0.0015470290324424867,0.038710740276438636,0.013362189429487362,0.021835486854500298,normal,0,-0.007631322042698834
87,0.012598886877969385,-0.0034798618297651423,0.0208341663751118,0.007499603963478088,-0.010324212610303904,0.004878338786716541,-0.006027778472316876,0.004463016037804841,normal,0,-0.0038052698910868415
88,0.02332161400515807,-0.017523226911914196,0.0031336992257909604,0.015220120472651462,0.02319847594097642,-0.011705508811020214,0.00502943532695725,-0.03467469482438015,normal,0,-0.0007499893030274499
89,-0.0032578041683893003,-0.015140703375629904,0.009035803287009266,-0.00022253098869588457,-0.006595814054739312,0.013077585537533984,0.014024384662326986,-0.003583514077251787,normal,0,-0.0009171758527705058
90,0.014968959296433418,0.009133076622736856,0.010129649937373858,-0.007094990977442721,0.01569528773147536,-0.00702118511458855,-0.011889270902683564,-0.0022240241284516332,normal,0,-0.0027121878081066285
91,-0.00830654959096901,-0.0030686544617300696,0.003873257293347184,-0.023454650440848386,0.003608398818148164,0.023685887954268486,0.005514703558958693,0.0072074471877149205,normal,0,-0.001132480039861247
92,-0.02900678932170886,-0.021600242371404402,0.026105234803490914,0.0010405884833838098,-0.03997660236847734,-0.0003979392250447449,-0.023332862187442148,0.04134641621629549,normal,0,0.005727774496363409
93,0.025099702673277793,0.044729565110656705,-0.0077505051601619345,0.0080877091250784,-0.007915126635605996,-0.00040079702484658057,-0.015120229973649785,0.017771065686285586,stress,0,-0.008062672975129272
94,-0.030472141496214123,-0.020551956448415055,-0.040723656261394105,-0.029707379717419394,-0.0414776536564774,-0.04448518260740609,-0.04931187362672562,-0.03346395027202371,jump,1,0.036274224260759436
95,-0.007048853981272793,0.005274845265496618,-0.006341379030885778,0.01622641378018006,-0.014148564279170146,0.004654125585874777,-0.013887350691008552,0.002880710960221946,normal,0,0.0015487565488204835
96,-3.177684598424952e-05,0.008788513311962402,-0.005799919886982846,0.011749281401092174,0.008350878005673152,-0.010721663068518203,-0.024353938884193366,0.0031213679790646235,normal,0,0.0011121572484857887
97,0.015808725458643497,-0.05284106885001238,-0.05075627577600764,-0.05520932110045946,-0.05432762699503456,-0.06976175328895555,-0.053386388431751225,-0.05536281660636198,jump,1,0.04697956569874241
98,-0.024617659235148914,-0.0010322998284324819,0.007428782111756317,0.00043292897923044896,-0.029102700894435028,0.010885836681029692,0.016850461480420888,0.010203828275824573,normal,0,0.001118852803719313
99,-0.004073830678057638,-0.00485263402995784,0.008936402805574242,-0.004141546859283538,0.01876986556900458,-0.02212431348468207,0.01248550119987264,0.011474626020939148,normal,0,-0.0020592588179261908
100,-0.12952091199161575,-0.1246335289135542,-0.1463273860098211,-0.13627527241772183,-0.131005669388748,-0.12675885868232278,-0.12686754371434797,-0.13143514391735608,jump,1,0.13160303937943596
101,0.018238870916732756,0.0014311640531514142,0.009092759771548232,0.005756064125004849,0.014203718333377299,0.007240930862167741,-0.026086442363130215,0.016045449004247894,normal,0,-0.005740314337887497
102,-0.005059930637647647,0.006023327981661945,0.04135450435104224,-0.028704747478991172,0.004293823525788758,0.0016522167195475255,0.03334496896680891,-0.006868178112666313,stress,0,-0.005754498164443031
103,-0.008894783548495655,-0.0006516053303744825,0.020340803050617955,-0.0009874601039711805,-0.01040669609009345,-0.03550689251854771,0.0016803095075548198,0.004843265684140332,stress,0,0.003697882418646171
104,-0.004144165242189719,-0.010681868220417808,-0.012469735292906148,0.004278884299997563,-0.011352248460029945,-0.005077089004952235,0.001263277608289965,0.00889338281811661,normal,0,0.0036611951867614647
105,0.01488843405506431,-0.012525368665330213,-0.009072986276878088,-0.00658140106860638,0.0017255878165913572,-0.0580801155057398,0.005852803120375715,0.017520295353572857,stress,0,0.00578409389636878
106,-0.010397442310793125,-0.007999350334627071,-0.0018557852483374283,-0.007220016290103491,0.0077477012174450716,-0.01089414703135861,0.0064688352670362985,0.011439753952628699,normal,0,0.0015888063472637073
107,-0.01507284164878729,0.0009299803653790965,-0.001739767573028658,-0.000913060483825669,0.01287919384623948,0.0005023098516160479,-0.0014332290797809486,-0.015502347934815966,normal,0,0.002543720332125488
108,0.019600826727576032,0.010448489301781355,-0.005837329687729404,-0.005315669747869203,-0.003893869226479773,0.005061740925612429,-0.0014597110019832352,0.008739356363474306,normal,0,-0.0034179792067978135
109,0.0018654661452727022,-0.012421902847439542,-0.00986785527526401,0.0034001664353668034,-0.007621121866808041,0.003703856643699038,0.001972985334875158,7.239369169560164e-05,normal,0,0.0023620014673252864
110,-0.008238037301799023,-0.0011488141481544598,-0.011623680376787557,-0.013195721525175869,0.01494083227480882,-0.005741772935870966,0.018518902240108083,0.013145163002987752,normal,0,-0.0008321089037645977
