s,v,r,t,portfolio_loss
80.0,0.1,0.006074475088537751,0.43995973268200306,0.6844638280191128
80.0,0.14444444444444446,0.01122173160698986,0.751747018418569,0.9260346597878574
80.0,0.18888888888888888,0.046862502764114355,0.2896706714080368,0.8579852780857519
80.0,0.23333333333333334,0.001032638573144795,0.40654991423545295,1.0439766868221596
80.0,0.2777777777777778,0.008481167367095638,0.6168424641448652,1.3354412917008165
80.0,0.32222222222222224,0.015968764123492896,0.631740437024998,1.5696728452011102
80.0,0.3666666666666667,0.04890117987603294,0.780526003907065,1.8966287166184008
80.0,0.4111111111111111,0.03167187389337027,0.11316995120573572,1.8289155555304426
80.0,0.4555555555555556,0.03639178275364959,0.6820374995754386,2.416852886180591
80.0,0.5,0.03115234457864613,0.10522098408221908,2.4745066968512797
84.44444444444444,0.1,0.03179264292824281,0.11045662570432685,0.41506656413758947
84.44444444444444,0.14444444444444446,0.02785984935991159,0.8559864221595006,0.890913235529795
84.44444444444444,0.18888888888888888,0.03175756460453472,0.7724740955488544,0.9741762918291358
84.44444444444444,0.23333333333333334,0.04558531870983877,0.3157523441198919,0.9327275583409931
84.44444444444444,0.2777777777777778,0.029498771720547545,0.1409070522109973,1.0416459919382883
84.44444444444444,0.32222222222222224,0.045425039878490836,0.2462455268541986,1.2344054924311498
84.44444444444444,0.3666666666666667,0.028783934568222164,0.7755445664734747,1.807760870830928
84.44444444444444,0.4111111111111111,0.016808032540618696,0.3460274560252277,1.8385075983053951
84.44444444444444,0.4555555555555556,0.01875170813702697,0.48281200663319923,2.215617914604497
84.44444444444444,0.5,0.022328672695170457,0.4427609874729402,2.5450552760805416
88.88888888888889,0.1,0.0008384158485167826,0.574365876167033,0.6039734754605611
88.88888888888889,0.14444444444444446,0.03496505706456893,0.2639255350113871,0.5486910922974944
88.88888888888889,0.18888888888888888,0.027966119298124644,0.31334817918726426,0.6869222737123026
88.88888888888889,0.23333333333333334,0.007893083990262418,0.5283963366461389,0.9272918796042112
88.88888888888889,0.2777777777777778,0.009237256733577925,0.7796797562581216,1.2541166613031152
88.88888888888889,0.32222222222222224,0.02069320165467475,0.5057459539703043,1.3243459288630166
88.88888888888889,0.3666666666666667,0.02688752384350401,0.14792609270028206,1.4181303216621535
88.88888888888889,0.4111111111111111,0.024252665573327743,0.8057702342207889,1.9441087797331396
88.88888888888889,0.4555555555555556,0.02308122550262709,0.7627866523131959,2.2694658052988657
88.88888888888889,0.5,0.0378692919901996,0.7681203895536417,2.628461210710523
93.33333333333333,0.1,0.007153530339374686,0.8265511546029446,0.62360443764658
93.33333333333333,0.14444444444444446,0.03364107381615084,0.8985175833573984,0.7769623507854355
93.33333333333333,0.18888888888888888,0.03660828302322858,0.6678483812505431,0.7618981328329646
93.33333333333333,0.23333333333333334,0.0165172993193408,0.7329805939921638,0.9673644073278047
93.33333333333333,0.2777777777777778,0.015053537889327319,0.3496851870613652,0.9717316646688531
93.33333333333333,0.32222222222222224,0.033295787931339714,0.5499721315530093,1.2523250829487904
93.33333333333333,0.3666666666666667,0.002276167118066841,0.3007308275813542,1.3559814941219563
93.33333333333333,0.4111111111111111,0.04053337921901315,0.40758450256798295,1.7112784638074492
93.33333333333333,0.4555555555555556,0.04561819459384189,0.7095211298954986,2.177188233829854
93.33333333333333,0.5,0.04639927257810225,0.45687781238225994,2.37820630840753
97.77777777777777,0.1,0.020433764149630603,0.605843549543793,0.45106809940691833
97.77777777777777,0.14444444444444446,0.042127592975581524,0.7315960402726921,0.5671293525182918
97.77777777777777,0.18888888888888888,0.03678784989654626,0.8331722786913871,0.7678664490566011
97.77777777777777,0.23333333333333334,0.02715522022909854,0.6232223682049434,0.7824757687387361
97.77777777777777,0.2777777777777778,0.0046076805235457765,0.3390204216738363,0.8494427864075449
97.77777777777777,0.32222222222222224,0.01796168730746697,0.8983605066439072,1.3427612834654648
97.77777777777777,0.3666666666666667,0.03140052018840738,0.5102695651420066,1.373812698824315
97.77777777777777,0.4111111111111111,0.023158997302799213,0.07525258498143808,1.4478080086893184
97.77777777777777,0.4555555555555556,0.036445355971878445,0.3472265582755229,1.9012549212860672
97.77777777777777,0.5,0.04132488055039869,0.8599968061675036,2.47304311799986
102.22222222222223,0.1,0.007085570403484998,0.9444323497451552,0.5514404393622084
102.22222222222223,0.14444444444444446,0.03340979449466968,0.8321473897262837,0.5874764254859896
102.22222222222223,0.18888888888888888,0.010684001385189129,0.7282457497709862,0.6339485652536975
102.22222222222223,0.23333333333333334,0.014030538035116719,0.9001169360355754,0.9039551358158677
102.22222222222223,0.2777777777777778,0.032649791130244944,0.08069092488559398,0.6642513060482222
102.22222222222223,0.32222222222222224,0.04849535178532067,0.6118129984623323,1.15462888587881
102.22222222222223,0.3666666666666667,0.03568171483428078,0.6006931143155207,1.3376499241143462
102.22222222222223,0.4111111111111111,0.04282594643155953,0.513235998054443,1.6067063206836218
102.22222222222223,0.4555555555555556,0.03526863286788407,0.8078471020973198,2.0686286505191376
102.22222222222223,0.5,0.04244249932602538,0.5618915205032183,2.270282519859813
106.66666666666667,0.1,0.016498859118062804,0.40743229380203444,0.29227211244564893
106.66666666666667,0.14444444444444446,0.0473175720423752,0.2219319670060278,0.27446637961232295
106.66666666666667,0.18888888888888888,0.006263609838466345,0.10998906347204207,0.35259770138071295
106.66666666666667,0.23333333333333334,0.007157106336399272,0.4324301794972762,0.6549730776847256
106.66666666666667,0.2777777777777778,0.03407577629707213,0.2501580414576736,0.7554790465835824
106.66666666666667,0.32222222222222224,0.002760224523029309,0.3460909608361272,0.9743224872369098
106.66666666666667,0.3666666666666667,0.03159375670701255,0.10097431324578961,1.1253884513642358
106.66666666666667,0.4111111111111111,0.03529581960698957,0.6543828683630694,1.6997527990810588
106.66666666666667,0.4555555555555556,0.02190253353348361,0.8686833972383721,2.123565517296057
106.66666666666667,0.5,0.018432264465625486,0.2793551367386066,2.1246605304036934
111.11111111111111,0.1,0.023330652984228435,0.5149956119303273,0.34670779916672784
111.11111111111111,0.14444444444444446,0.003580504986044858,0.7311187615736882,0.5363928658893635
111.11111111111111,0.18888888888888888,0.021156926385763122,0.8273834198292482,0.7336037497427212
111.11111111111111,0.23333333333333334,0.01126426907796223,0.24592271760215,0.5938201392147545
111.11111111111111,0.2777777777777778,0.006932227226161114,0.6383104775384497,0.9239960483896889
111.11111111111111,0.32222222222222224,0.03037947442305098,0.8356798672092076,1.254536926227993
111.11111111111111,0.3666666666666667,0.049635845463727075,0.1625616256042136,1.15070172386611
111.11111111111111,0.4111111111111111,0.029795773894298147,0.937268794237543,1.839315094738752
111.11111111111111,0.4555555555555556,0.03854211129466595,0.7824919282489102,2.0582871610481943
111.11111111111111,0.5,0.04233732734855587,0.3733698731775839,2.179230352167623
115.55555555555556,0.1,0.0022080336955320745,0.6419599947578511,0.4379044153928574
115.55555555555556,0.14444444444444446,0.002518601633196821,0.18995392917793386,0.24832940497447847
115.55555555555556,0.18888888888888888,0.0478314756534108,0.1453876528793926,0.3341042420248207
115.55555555555556,0.23333333333333334,0.019907055328764103,0.47561668124437656,0.6918286729916596
115.55555555555556,0.2777777777777778,0.03905492468403666,0.611810214081205,0.946810844389148
115.55555555555556,0.32222222222222224,0.030940015689556784,0.0623740211042002,0.9200586110634659
115.55555555555556,0.3666666666666667,0.044848900380427256,0.4886654144259279,1.3118374873301197
115.55555555555556,0.4111111111111111,0.023185093363911335,0.6072607368407251,1.648579074262558
115.55555555555556,0.4555555555555556,0.006304314965718211,0.6866090745024338,2.033374140222104
115.55555555555556,0.5,0.037827829209239,0.6220537546396331,2.3313365845840828
120.0,0.1,0.0017058312656242913,0.8511982986852991,0.5336582390920358
120.0,0.14444444444444446,0.004511229191369204,0.5829338472555179,0.46483378114597784
120.0,0.18888888888888888,0.02427583008543634,0.9549509326940676,0.749310530924749
120.0,0.23333333333333334,0.007795177255691572,0.967716884693357,0.9124814786031168
120.0,0.2777777777777778,0.029626919956446247,0.7310072961339682,0.9901350431941576
120.0,0.32222222222222224,0.039797319464721516,0.5903780670635426,1.139204689975154
120.0,0.3666666666666667,0.024306661774353325,0.17833224331345865,1.1863509963953454
120.0,0.4111111111111111,0.013612864209759053,0.6901350401847521,1.7061632643589133
120.0,0.4555555555555556,0.026022404195444035,0.5687802215469844,1.9469458316766712
120.0,0.5,0.032138360443187505,0.3945470921264356,2.2206523783595027
