pair_id,routing_policy,hops,distance_km,delay_ms,jitter_ms,qae_compute_ms,qaoa_compute_ms,qkd_overhead_ms,end_to_end_ms
1,risk,15,18894.041830533733,64.8695436181658,0.04894466849598594,14.249635596066703,3.907190830326899,0.0034858441870729284,83.07880055724247
2,risk,8,9411.195388937202,32.311770835351055,0.09528477750355827,6.625056758694123,9.310893361407912,0.003714705274645635,48.346720438231294
3,risk,15,19900.158779292753,68.32387847557179,0.12805086299388574,11.92574041574801,6.590241358568115,0.0030921322642401762,86.97100324514605
4,risk,4,4502.604601850897,15.458942466354747,0.1588503335082081,8.11475637707338,7.26304603746097,0.003439382872991196,30.9990345972703
5,risk,15,14387.472372329794,49.3969884783323,0.1162715016146067,11.085763923031516,3.682327159066192,0.002685521587134039,64.28403658363175
6,latency,5,4795.359744949982,14.705769884513279,0.0579866351575705,17.319756912846877,5.148547102069245,0.002708754263357453,37.23476928885033
7,latency,13,13691.166634751926,41.986244346572576,0.04687621182947012,10.27358343027099,6.370839680624424,0.0027588099511946947,58.68030247924865
8,latency,12,15390.247539979853,47.19675912260489,0.040585623033430974,8.812052716686157,3.0938694127052977,0.003637119524766577,59.14690399455454
9,baseline,12,10838.044201775794,36.126814005919314,0.05089045730844128,6.43698517223887,7.7738511953479446,0.0035093811988315456,50.3920502120134
10,baseline,4,5555.586241388396,18.51862080462799,0.04004941310843771,8.192159753798313,3.7409957337903577,0.0036994447611169534,30.495525150086216
11,latency,13,15235.095044282243,46.72095813579888,0.09510538475337345,5.6997214115997155,2.8207369919735656,0.003380426710333595,55.33990235083588
12,risk,4,4757.056099828888,16.332559276079188,0.045580718151587304,9.153260183703027,3.805483452371068,0.0026181138559998054,29.33950174416087
13,baseline,10,13102.901035417673,43.67633678472558,0.06855653795023464,6.3705063725214215,3.665273299265198,0.0026887734324291175,53.78336176789486
14,baseline,8,9000.741922994146,30.002473076647153,0.07657277848311915,7.318986898213612,2.471843254352314,0.003759261768638586,39.873635269464835
15,latency,9,11515.4093001734,35.3139218538651,0.07974294863135316,6.25253400235598,5.629357146178942,0.003777011661556112,47.279332962692926
16,risk,2,2617.841085416764,8.98792105993089,0.06093371573327592,6.148461549261377,8.431661148110717,0.0016141213350805274,23.63059159437134
17,risk,10,12553.297375002017,43.099654320840266,0.09485729269429048,8.283448892309845,5.306727640478362,0.003977285096137793,56.78866543141891
18,risk,7,8412.993372539666,28.884610579052854,0.08443604934131224,12.372985701568254,4.297128397576256,0.003574658481622207,45.642735386020306
19,baseline,4,5310.574097200561,17.7019136573352,0.0854919806582319,6.4885926530382685,2.5867096926530713,0.003276202622125631,26.865984186306896
20,baseline,14,17237.067514543054,57.45689171514351,0.0695991822040991,10.130810405496273,4.448943577465634,0.005,72.11124488030953
21,risk,7,8448.683290370038,29.007145963603797,0.04175358205085293,8.201822163726588,8.70865951525707,0.0034686330185032936,45.96284985765681
22,risk,7,6781.275683549136,23.282379846852034,0.07873366820777278,12.592466093751007,4.634699218410128,0.002871100406814763,40.591149927627754
23,baseline,7,9034.910042246167,30.11636680748722,0.08282500911326122,6.747110371827044,3.1420909689152254,0.003172126007081452,40.09156528334983
24,risk,4,5135.8633600171825,17.633130869392325,0.037312655670670145,8.68456674792914,6.144915125593123,0.0029317858289222326,32.50285718441418
25,baseline,13,16063.778983764503,53.545929945881674,0.0655377668570513,10.317434199989444,7.167182132400414,0.0021110954522249,71.0981951405808
26,risk,10,8582.145612836492,29.465366604071953,0.08480661086368978,17.64967504587407,3.9673313839959143,0.0037263154946769288,51.1709059603003
27,risk,15,18754.662588464726,64.39100822039556,0.07443989835912654,7.304612503676127,6.576405228334839,0.0042206643047416345,78.3506865150704
28,risk,15,19264.765644749954,66.14236204697484,0.048181128448742894,10.376342532298676,8.016996340059274,0.003956506427345087,84.58783855420889
29,baseline,2,2430.7775188390724,8.102591729463576,0.031051222266614546,12.57092194963168,2.577613996156601,0.004504617244028504,23.286683514762498
30,latency,11,11883.721772411278,36.44341343539459,0.06650624096147245,8.47220405728475,5.705047104799116,0.0032741031072337787,50.690444941547156
